snapped_at,price,market_cap,total_volume
2021-12-01 00:00:00 UTC,0.9977658019593205,38647787181.20883,4585816537.462236
2021-12-02 00:00:00 UTC,1.0007834225567176,38906533548.41798,3711296457.073122
2021-12-03 00:00:00 UTC,0.9981847390456269,39004175585.29597,4021501831.05728
2021-12-04 00:00:00 UTC,1.0020663203323739,39133439701.13186,4792771022.648902
2021-12-05 00:00:00 UTC,0.999132144612245,39939629109.525185,7996426666.501677
2021-12-06 00:00:00 UTC,1.001201788493352,40967183292.107925,4438014082.919775
2021-12-07 00:00:00 UTC,1.0009222152041022,40867622505.95267,5771994987.732459
2021-12-08 00:00:00 UTC,1.0020050105897729,41032241128.19853,3315154568.42076
2021-12-09 00:00:00 UTC,1.000099566894019,41035045582.86601,3248180284.478783
2021-12-10 00:00:00 UTC,0.9985747046642346,41020856786.41758,4299568363.1275425
2021-12-11 00:00:00 UTC,0.9961241561275025,41171844113.70848,4623216192.757143
2021-12-12 00:00:00 UTC,0.9976642221865579,41541216677.84761,3217287613.1581616
2021-12-13 00:00:00 UTC,0.999231581126135,41537930465.53478,2259360556.975064
2021-12-14 00:00:00 UTC,0.998431856652746,41466978388.099335,3891645872.3971834
2021-12-15 00:00:00 UTC,1.001547113540312,41783776329.49568,3578041620.451057
2021-12-16 00:00:00 UTC,0.9995022904553682,41660928280.67066,4810751255.165057
2021-12-17 00:00:00 UTC,1.0004251063497358,41803303102.19774,3302815620.876574
2021-12-18 00:00:00 UTC,0.9997624272038046,41909636704.13508,3981427273.346013
2021-12-19 00:00:00 UTC,1.0004683284416795,42095692703.74922,2896207538.0853076
2021-12-20 00:00:00 UTC,0.9987582573206193,41991393513.18706,2420676266.3020463
2021-12-21 00:00:00 UTC,1.0031801488399719,42454852429.26878,3426362750.407534
2021-12-22 00:00:00 UTC,1.002035591208254,42454865817.750595,2818183428.079854
2021-12-23 00:00:00 UTC,1.0022051215043384,42599602248.15753,2509564282.0904794
2021-12-24 00:00:00 UTC,1.0037032919884286,42669217458.33124,3212871916.040971
2021-12-25 00:00:00 UTC,1.0021178805913122,42505317485.00488,2501077277.1824636
2021-12-26 00:00:00 UTC,0.9999938549872146,42562441813.357704,1675977903.4001372
2021-12-27 00:00:00 UTC,1.000044386755775,42453109634.90598,1832770788.3362477
2021-12-28 00:00:00 UTC,0.9999943110111517,42127140808.90461,2046948744.2134194
2021-12-29 00:00:00 UTC,0.9999649206617851,42155697582.15351,3355319605.223409
2021-12-30 00:00:00 UTC,1.0052491203497327,42097583288.686005,2640682122.4375525
2021-12-31 00:00:00 UTC,1.0032391820770392,42428767390.304565,2384674413.7705717
2022-01-01 00:00:00 UTC,1.0004306190189083,42213673134.9147,2484799557.9484835
2022-01-02 00:00:00 UTC,1.0049661491112332,42549565817.75962,1930637062.498238
2022-01-03 00:00:00 UTC,1.0003279953892503,42641327348.74218,1819833370.7432508
2022-01-04 00:00:00 UTC,1.0008293667320893,42687912490.5371,2291052237.3644614
2022-01-05 00:00:00 UTC,0.9998077875815131,42785333024.44881,2772563553.005087
2022-01-06 00:00:00 UTC,1.00154495565859,42961099325.70612,4075547369.40663
2022-01-07 00:00:00 UTC,1.000597733788647,43225368240.15702,3750902734.0120373
2022-01-08 00:00:00 UTC,1.002207271479534,39844918409.29048,4682737875.353457
2022-01-09 00:00:00 UTC,0.9994029448446835,43582658994.91449,3350187776.459753
2022-01-10 00:00:00 UTC,1.0005933470813582,43635931591.69924,2233763685.760707
2022-01-11 00:00:00 UTC,1.000715385370986,43987565688.15121,3990846705.2794266
2022-01-12 00:00:00 UTC,0.9998590606997351,44166089916.662315,2938488358.3924465
2022-01-13 00:00:00 UTC,1.0014087269363197,44774203526.21966,2975573693.839186
2022-01-14 00:00:00 UTC,1.0002214839508157,45035577584.440956,3102398994.709753
2022-01-15 00:00:00 UTC,1.000857632264594,45137094665.70976,2528444668.489121
2022-01-16 00:00:00 UTC,1.0001212369756216,45237354153.388405,1803390799.4295378
2022-01-17 00:00:00 UTC,0.9997303949357126,45430902660.27327,1874320325.275839
2022-01-18 00:00:00 UTC,1.0024061833873135,45637274266.762535,2613724712.635113
2022-01-19 00:00:00 UTC,0.9996010732058876,45764592269.25616,2792464327.958715
2022-01-20 00:00:00 UTC,0.9987928148413865,46058070986.19169,2869056854.6754127
2022-01-21 00:00:00 UTC,1.0002063531447871,46428142403.76347,2906617999.5887437
2022-01-22 00:00:00 UTC,1.002901644968934,42732777581.513245,7650735375.720771
2022-01-23 00:00:00 UTC,1.004079740013202,43399887532.39705,6265741021.305612
2022-01-24 00:00:00 UTC,1.005095156918961,47960656737.772736,3872529537.617286
2022-01-25 00:00:00 UTC,1.0009858720550606,48227447406.202385,6241425208.056431
2022-01-26 00:00:00 UTC,1.0027546097262405,48751308899.79404,3684597729.361645
2022-01-27 00:00:00 UTC,1.000836377042177,49162186989.71518,4649230636.587648
2022-01-28 00:00:00 UTC,1.0025949195069366,49593244049.71856,3156576036.9535046
2022-01-29 00:00:00 UTC,1.0003506015743404,49629722995.59269,4968832312.489813
2022-01-30 00:00:00 UTC,1.0031210946007587,49822470987.56192,2766918900.389439
2022-01-31 00:00:00 UTC,1.0007130267720787,49794511800.566795,1916993299.428805
2022-02-01 00:00:00 UTC,1.0010944390928285,49918615203.60159,2506777481.463378
2022-02-02 00:00:00 UTC,1.000651388187225,50255165741.575584,2904502354.3556867
2022-02-03 00:00:00 UTC,1.000890816162074,50530744243.18998,2854275600.838543
2022-02-04 00:00:00 UTC,1.0018205292737077,50891956574.40201,2568893790.984157
2022-02-05 00:00:00 UTC,1.0109247319384798,51126955862.93852,5139680089.3084955
2022-02-06 00:00:00 UTC,0.9984807416998642,51125781968.731285,5548983440.373372
2022-02-07 00:00:00 UTC,1.0016139883433286,51171401396.28452,1985801225.21681
2022-02-08 00:00:00 UTC,0.9991344731335493,51376105825.93998,2417278989.100506
2022-02-09 00:00:00 UTC,1.0009916193889916,51617308589.74185,3464132547.0166607
2022-02-10 00:00:00 UTC,1.0013323797282763,51900324270.23098,2663217566.5964127
2022-02-11 00:00:00 UTC,1.001947437320527,52054797409.33422,3578383570.3928065
2022-02-12 00:00:00 UTC,1.0003195478548763,52250598201.75346,3418826867.5976834
2022-02-13 00:00:00 UTC,1.0008991098205666,52335045827.80526,2338299318.9825063
2022-02-14 00:00:00 UTC,1.0002074574583553,52473422561.26789,1717901487.9868479
2022-02-15 00:00:00 UTC,0.9999529954104831,52507811955.329155,2609724537.9418683
2022-02-16 00:00:00 UTC,1.000037253691459,52544445044.647194,2957987059.2257223
2022-02-17 00:00:00 UTC,0.9989945015031181,52583527242.903625,2733060838.6504483
2022-02-18 00:00:00 UTC,0.9993043308202441,52570695423.57979,3497818921.4090095
2022-02-19 00:00:00 UTC,1.0007035124134895,52556151807.35648,3066643679.893226
2022-02-20 00:00:00 UTC,1.0024519527252072,52684758315.35818,1845896406.3597796
