date,priceOpen,priceHigh,priceLow,priceClose,volume
2021-11-01,0.99968727,1.000840805,0.999313736,1.000084842,12972933.49
2021-11-02,1.000104628,1.000748328,0.999372786,1.000093191,22523665.79
2021-11-03,1.000089502,1.000600761,0.999795898,1.000235799,6324826.15
2021-11-04,1.000152354,1.001123052,0.999899442,1.000932615,5543575.6
2021-11-05,1.000938833,1.000941644,0.999718089,1.000426975,5164342.39
2021-11-06,1.000550385,1.001217132,0.999803462,1.000526103,6878079.22
2021-11-07,1.000546843,1.000894104,0.999439581,0.999601637,9435150.01
2021-11-08,0.999567155,1.000708671,0.999432623,0.999650476,6757184.68
2021-11-09,0.999721801,1.001888451,0.997206584,0.999426547,11610626.36
2021-11-10,0.999415157,1.001742567,0.997586494,1.001480946,4005207.35
2021-11-11,1.000215563,1.001932875,0.997873674,0.998981066,9521124.91
2021-11-12,1.000047274,1.001854323,0.997953275,1.000727029,4048707.98
2021-11-13,1.000661173,1.001708853,0.997879657,0.999955544,6399860.56
2021-11-14,1.000142494,1.001735444,0.998048648,0.999778459,7910529.52
2021-11-15,1.001331111,2.022770607,0.997113501,1.000122673,18259690.34
2021-11-16,1.000194298,1.138968861,0.997340474,0.999841038,19021410.19
2021-11-17,0.999738896,1.001667705,0.997424599,0.99930921,15084517.52
2021-11-18,0.999236822,1.001401641,0.997069603,1.000065973,11585731.13
2021-11-19,0.999878474,1.001345061,0.997525299,0.998828306,6347956.04
2021-11-20,0.999498093,1.001265534,0.997452251,1.000117782,6028453.24
2021-11-21,0.999843298,1.001079493,0.997308672,0.999463802,16092889.34
2021-11-22,0.999381223,1.001904031,0.997831483,0.999460339,12680114.91
2021-11-23,0.999380089,1.001587095,0.997487823,1.000343027,12780894.74
2021-11-24,0.999428567,1.001647963,0.997520483,0.999191214,10566494.36
2021-11-25,0.999394397,1.00125364,0.997341342,0.999112919,16518966.88
2021-11-26,0.999530455,1.001317659,0.99744229,1.000413783,7832252.98
2021-11-27,1.000868505,1.001398925,0.997526866,0.99951628,10537655.02
2021-11-28,0.999367611,1.000942041,0.997534428,0.999825179,5690782.25
2021-11-29,0.999827073,1.001110742,0.997478702,0.999321069,13624085.96
2021-11-30,0.999392037,1.00109831,0.997314558,0.999469652,14626768.05
2021-12-01,0.999448609,1.001493549,0.997332918,0.998483635,12341486.5
2021-12-02,0.999302442,1.00135863,0.997544141,1.000181224,13107650.33
2021-12-03,1.000166827,1.001538747,0.991767709,0.998157573,26602539.96
2021-12-04,0.998256781,1.000660349,0.996720126,0.998670241,9332890.65
2021-12-05,0.998564247,1.002087029,0.997090694,0.999675982,22155013.8
2021-12-06,1.000069495,1.003259922,0.998066283,1.000072781,10754599.52
2021-12-07,1.000018126,1.001169848,0.997244309,0.999790892,7289624.48
2021-12-08,0.998581505,1.001416706,0.996825563,0.999968752,10620323.51
2021-12-09,1.000255968,1.00182834,0.997516251,1.001319196,14752442.44
2021-12-10,1.001216862,1.001592754,0.997414414,1.000289773,11176157.14
2021-12-11,1.000140717,1.001364172,0.997228624,0.999653526,6004535.64
2021-12-12,1.000093567,1.005472311,0.997816379,0.999791723,19891245.5
2021-12-13,0.999783462,1.00270892,0.998428934,1.000369412,18013698.66
2021-12-14,0.99999041,1.000761329,0.996599163,1.000207424,12849314.39
2021-12-15,1.0001834,1.001697034,0.998181338,0.999949094,7548701.94
2021-12-16,1.00013362,1.001788032,0.997750498,0.999654463,10475672.7
2021-12-17,1.00007613,1.001723185,0.997668298,0.999541857,8354826.83
2021-12-18,0.999432517,1.001547613,0.996260273,0.9991356,7389098.59
2021-12-19,0.998964644,1.002497103,0.997733118,0.998620116,10442635.58
2021-12-20,0.998676273,1.001549609,0.997353804,0.999610264,6699529.04
2021-12-21,0.999721705,1.001604868,0.99755979,0.999766907,6676260.47
2021-12-22,0.999694541,1.001722321,0.997872599,1.000055246,8000323.93
2021-12-23,1.000162941,1.00175763,0.997648599,1.000784814,11742788.68
2021-12-24,1.000793605,1.001603855,0.997576072,0.999440359,5489083.08
2021-12-25,0.999453603,1.001612815,0.997929216,1.000054134,4945864.5
2021-12-26,0.999918526,1.001634597,0.997350704,0.99915945,7439518.49
2021-12-27,0.99940489,1.001831404,0.998037173,1.000963602,20408317.4
2021-12-28,1.000843213,1.002149133,0.998296885,1.000443705,15434728.08
2021-12-29,1.000513503,1.002183277,0.998374331,1.001456721,5925573.29
2021-12-30,1.001512879,1.002402332,0.998638962,0.998781537,11460072.2
2021-12-31,0.999357018,1.001203744,0.998728808,0.999878485,5041928.6
2022-01-01,0.999885945,1.001191353,0.997754948,1.000307678,4095462.57
2022-01-02,1.000286503,1.001695781,0.997745369,1.000028187,7210058.83
2022-01-03,1.000012327,1.003363043,0.996903118,0.999436653,11371875.98
2022-01-04,0.999470919,1.00214355,0.996956788,0.999935849,12594174.88
2022-01-05,1.000005655,1.002909142,0.998321745,1.000249737,16157328.2
2022-01-06,1.000260459,1.003560025,0.997676196,1.00111217,29758815.81
2022-01-07,1.001047448,1.00351811,0.997361003,0.998934018,13509362.66
2022-01-08,0.999745745,1.003246338,0.997094527,0.999687719,14627709.14
2022-01-09,0.999665965,1.002666204,0.99608418,0.999496549,16016882.35
2022-01-10,0.999319999,1.003010024,0.997513948,1.000331346,19647071.2
2022-01-11,1.000393498,1.003299397,0.998275948,0.999947469,12752405.49
2022-01-12,0.999933564,1.00261175,0.997351269,0.999065231,7331882.32
2022-01-13,0.999600414,1.001503856,0.997881027,0.999733601,6725523.76
2022-01-14,0.999799289,1.00232924,0.997817689,0.999746475,3530405.95
2022-01-15,0.999723829,1.001064588,0.998194102,0.999286381,4253022.5
2022-01-16,0.999350064,1.001917772,0.996953591,0.99944871,4392961.9
2022-01-17,0.999451235,1.001345912,0.996840849,0.999411884,10759353.8
2022-01-18,0.999336351,1.00137361,0.996057218,0.999575714,7197406.11
2022-01-19,0.999609396,1.003935306,0.998300406,1.000002873,6966257.65
2022-01-20,1.000002873,1.004464133,0.995870442,1.000482792,24182626.91
2022-01-21,1.000529541,1.002495186,0.995197254,1.000593558,28170660.69
2022-01-22,1.000154773,1.002997711,0.996059014,0.999992701,10535551.37
2022-01-23,1.00004024,1.002611494,0.996614942,1.000285347,30127242.53
2022-01-24,1.000758451,1.002887866,0.997709515,1.000638654,11469952.16
2022-01-25,1.000672722,1.002301729,0.996481015,0.997700401,17263994.4
2022-01-26,0.99811405,1.002745112,0.99496342,1.000077666,12107425.7
2022-01-27,1.000042284,1.002989057,0.995973916,0.997346863,15704615.4
2022-01-28,0.997336866,1.003509381,0.995775038,0.998353174,10019370.55
2022-01-29,0.998417513,1.002887141,0.996640615,0.999422946,5526715.32
2022-01-30,0.999199305,1.002789286,0.995704305,0.997193441,9883074.03
2022-01-31,0.997154277,1.002077889,0.995672557,0.998541245,8402279.9
2022-02-01,0.998538498,1.001831328,0.992293507,1.000501607,6088050.68
2022-02-02,1.00056907,1.001234045,0.993017625,1.000267334,7669460.7
